line_id,character_id,movie_id,character_name,text,movie_title,persona_tag
L130536,u4477,m296,GITTES,It's too late.,chinatown,gittes
L130534,u4477,m296,GITTES,C'mon I'll show you.,chinatown,gittes
L130532,u4477,m296,GITTES,He found out somebody was dumping water there. That's what they were trying to cover up by moving him.,chinatown,gittes
L130530,u4477,m296,GITTES,Mulwray was murdered and moved because somebody didn't want his body found in the ocean.,chinatown,gittes
L130529,u4477,m296,GITTES,Why do you think Mulwray's body was moved you dimwit? Evelyn Mulwray knocked off her husband in the ocean and thought it would look like more of an accident if she hauled him up to the Oak Pass Reservoir?,chinatown,gittes
L130527,u4477,m296,GITTES,"Well, I hope she wasn't too much of a disappointment to you, Lou.",chinatown,gittes
L130525,u4477,m296,GITTES,"I don't think I need a day or two. You're even dumber than you think I think you are. Not only that, I'd never extort a nickel out of my worst enemy, that's where I draw the line, Escobar.",chinatown,gittes
L130523,u4477,m296,GITTES,You accusing me of extortion?,chinatown,gittes
L130520,u4477,m296,GITTES,I heard it was an accident.,chinatown,gittes
L130518,u4477,m296,GITTES,Yeah?,chinatown,gittes
L130516,u4477,m296,GITTES,What pictures?,chinatown,gittes
L130514,u4477,m296,GITTES,"I don't think about it one way or the other. But if you want, give me a day or two, and I'll get back to you. Now I'd like to go home.",chinatown,gittes
L130510,u4477,m296,GITTES,"Yeah, I took 'em. So what?",chinatown,gittes
L130505,u4477,m296,GITTES,Is it? I forget. I don't call myself that often.,chinatown,gittes
L130502,u4477,m296,GITTES,I don't.,chinatown,gittes
L130500,u4477,m296,GITTES,Didn't you call?,chinatown,gittes
L129937,u4477,m296,GITTES,Oh yeah? Can you think of something to charge me with?,chinatown,gittes
L129933,u4477,m296,GITTES,You mean that's what you're going to call it.,chinatown,gittes
L129931,u4477,m296,GITTES,No?,chinatown,gittes
L129918,u4477,m296,GITTES,No.,chinatown,gittes
L129891,u4477,m296,GITTES,I'd like to talk to him.,chinatown,gittes
L129889,u4477,m296,GITTES,Hollis Mulwray. You seen him?,chinatown,gittes
L129887,u4477,m296,GITTES,Looking for someone.,chinatown,gittes
L129885,u4477,m296,GITTES,Congratulations.,chinatown,gittes
L129883,u4477,m296,GITTES,Since when?,chinatown,gittes
L129878,u4477,m296,GITTES,I get by.,chinatown,gittes
L129876,u4477,m296,GITTES,"Well, to tell you the truth, I lied a little.",chinatown,gittes
L129874,u4477,m296,GITTES,"Thanks, Lou.",chinatown,gittes
L129870,u4477,m296,GITTES,Summer colds are the worst.,chinatown,gittes
L129868,u4477,m296,GITTES,"How are you, Lou?",chinatown,gittes
L130742,u4477,m296,GITTES,"Sure, but I'd like to handle it.",chinatown,gittes
L130740,u4477,m296,GITTES,Let me handle that.,chinatown,gittes
L130633,u4477,m296,GITTES,How do you know?,chinatown,gittes
L130630,u4477,m296,GITTES,On his day off. Get the exact address.,chinatown,gittes
L130628,u4477,m296,GITTES,...where does Kyo live?,chinatown,gittes
L130626,u4477,m296,GITTES,I'll take care of it.,chinatown,gittes
L130624,u4477,m296,GITTES,"That's worse... Just get out of here. Walk out, leave everything.",chinatown,gittes
L130622,u4477,m296,GITTES,You can't go by train. Escobar'll be looking for you everywhere.,chinatown,gittes
L130620,u4477,m296,GITTES,Yeah... where are you taking her now?,chinatown,gittes
L130618,u4477,m296,GITTES,...so that's why you hate him...,chinatown,gittes
L130616,u4477,m296,GITTES,To Mexico...,chinatown,gittes
L130611,u4477,m296,GITTES,I said I want the truth.,chinatown,gittes
L130606,u4477,m296,GITTES,I said the truth!,chinatown,gittes
L130604,u4477,m296,GITTES,Katherine?... Katherine who?,chinatown,gittes
L130602,u4477,m296,GITTES,That's good. Now what's her name?,chinatown,gittes
L130600,u4477,m296,GITTES,Who is she? And don't give me that crap about it being your sister. You don't have a sister.,chinatown,gittes
L130598,u4477,m296,GITTES,"Stop it!  I'll make it easy. You were jealous, you fought, he fell, hit his head. It was an accident, but his girl is a witness. You've had to pay her off. You don't have the stomach to harm her, but you've got the money to shut her up. Yes or no?",chinatown,gittes
L130596,u4477,m296,GITTES,"There's no time for you to be shocked by the truth, Mrs. Mulwray. The coroner's report proves he was killed in salt water. Just take my word for it. Now I want to know how it happened and why. I want to know before Escobar gets here because I want to hang onto my license.",chinatown,gittes
L130594,u4477,m296,GITTES,Yes positively. That's where he was drowned...,chinatown,gittes
L130592,u4477,m296,GITTES,"I found these in your backyard... in your fish pond. They belonged to your husband, didn't they?... didn't they?",chinatown,gittes
L130590,u4477,m296,GITTES,Don't worry. I can recommend a couple. They're expensive but you can afford it.,chinatown,gittes
L130588,u4477,m296,GITTES,You know any good criminal lawyers?,chinatown,gittes
L130586,u4477,m296,GITTES,"You're going to miss your train!  Lou, meet me at 1412 Adelaide. It's above Santa Monica Canyon... yeah, soon as you can.",chinatown,gittes
L130584,u4477,m296,GITTES,J. J. Gittes for Lieutenant Escobar,chinatown,gittes
L130582,u4477,m296,GITTES,Going somewhere?,chinatown,gittes
L130580,u4477,m296,GITTES,I want to see her.,chinatown,gittes
L130578,u4477,m296,GITTES,Where's the girl?,chinatown,gittes
L130576,u4477,m296,GITTES,Sure.,chinatown,gittes
L130486,u4477,m296,GITTES,Don't worry. I'm not telling anybody about this.,chinatown,gittes
L130484,u4477,m296,GITTES,I took your husband's Buick...  I'll return it tomorrow.,chinatown,gittes
L130482,u4477,m296,GITTES,"Because of Hollis? Because she was seeing your husband? Was that it? Jesus Christ, say something. Was that it?",chinatown,gittes
L130478,u4477,m296,GITTES,I will if you don't.,chinatown,gittes
L130476,u4477,m296,GITTES,"Just tell me the truth. I'm not the police. I don't care what you've done. I'm not going to hurt you, but one way or another I'm going to know.",chinatown,gittes
L130474,u4477,m296,GITTES,Like she knows about Hollis' death. Like she knows more than you want her to tell.,chinatown,gittes
L130472,u4477,m296,GITTES,"That's not what it looks like, Mrs. Mulwray.",chinatown,gittes
L130470,u4477,m296,GITTES,You mean she just found out?,chinatown,gittes
L130468,u4477,m296,GITTES,What about?,chinatown,gittes
L130465,u4477,m296,GITTES,Then let's go talk to her.,chinatown,gittes
L130463,u4477,m296,GITTES,You know what I mean. You're keeping her there against her will.,chinatown,gittes
L130461,u4477,m296,GITTES,"C'mon, Mrs. Mulwray. You've got your husband's girlfriend tied up in there!",chinatown,gittes
L130459,u4477,m296,GITTES,It's either that or you drive to the police yourself.,chinatown,gittes
L130457,u4477,m296,GITTES,"Okay, give me the keys.",chinatown,gittes
L130455,u4477,m296,GITTES,Including the death of your husband?,chinatown,gittes
L130453,u4477,m296,GITTES,That's what your father said. You're telling me he's in back of this whole thing?,chinatown,gittes
L130451,u4477,m296,GITTES,Give me an example.,chinatown,gittes
L130449,u4477,m296,GITTES,"Mulwray's girlfriend, for one thing. He wanted to know where she was.",chinatown,gittes
L130447,u4477,m296,GITTES,"That you were jealous, and he was worried about what you might do.",chinatown,gittes
L130445,u4477,m296,GITTES,There hasn't been a lot of time.,chinatown,gittes
L130443,u4477,m296,GITTES,This morning.,chinatown,gittes
L130441,u4477,m296,GITTES,I saw him.,chinatown,gittes
L130439,u4477,m296,GITTES,I know.,chinatown,gittes
L130437,u4477,m296,GITTES,The Albacore Club.,chinatown,gittes
L130435,u4477,m296,GITTES,Where are you going?,chinatown,gittes
L130433,u4477,m296,GITTES,And I want to know where.,chinatown,gittes
L130431,u4477,m296,GITTES,Where?,chinatown,gittes
L130427,u4477,m296,GITTES,...A flaw...,chinatown,gittes
L130425,u4477,m296,GITTES,There's something black in the green part of your eye.,chinatown,gittes
L130423,u4477,m296,GITTES,Your eye.,chinatown,gittes
L130419,u4477,m296,GITTES,I thought I was keeping someone from being hurt and actually I ended up making sure they were hurt.,chinatown,gittes
L130417,u4477,m296,GITTES,You can't always tell what's going on there.,chinatown,gittes
L130415,u4477,m296,GITTES,"Bothers everybody who works there, but to me... It was...",chinatown,gittes
L130407,u4477,m296,GITTES,They do in Chinatown.,chinatown,gittes
L130405,u4477,m296,GITTES,As little as possible.,chinatown,gittes
L130403,u4477,m296,GITTES,Working for the District Attorney.,chinatown,gittes
L130401,u4477,m296,GITTES,It was in Chinatown.,chinatown,gittes
L130399,u4477,m296,GITTES,Why?,chinatown,gittes
L130397,u4477,m296,GITTES,Actually this hasn't happened to me in some time.,chinatown,gittes
L130395,u4477,m296,GITTES,"What's that, Mrs. Mulwray?",chinatown,gittes
L130393,u4477,m296,GITTES,"I guess not to you, Mrs. Mulwray. Frankly you really saved my a... my neck tonight.",chinatown,gittes
L130391,u4477,m296,GITTES,"Easy, it's an innocent question.",chinatown,gittes
L130389,u4477,m296,GITTES,"What do you mean, 'why?' Nobody's here, that's all.",chinatown,gittes
L130387,u4477,m296,GITTES,Maid's night off?,chinatown,gittes
L130383,u4477,m296,GITTES,Get in the car.,chinatown,gittes
L130356,u4477,m296,GITTES,They may not know it but they are.,chinatown,gittes
L130354,u4477,m296,GITTES,"You're looking at the owners of a 50,000 acre empire.",chinatown,gittes
L130330,u4477,m296,GITTES,"Two weeks ago he bought those 25,000 acres. That's unusual.",chinatown,gittes
L130328,u4477,m296,GITTES,There was a memorial service at the Mar Vista Inn today for Jasper Lamar Crabb. He died three weeks ago.,chinatown,gittes
L130326,u4477,m296,GITTES,"We got it. We got it, baby.",chinatown,gittes
L130325,u4477,m296,GITTES,It's why he was killed. Jasper Lamar Crabb. Jasper Lamar Crabb.,chinatown,gittes
L130323,u4477,m296,GITTES,Yeah. They've been blowing these farmers out of here and buying their land for peanuts. Have any idea what this land'll be worth with a steady water supply? About thirty million more than they paid.,chinatown,gittes
L130321,u4477,m296,GITTES,Know him?,chinatown,gittes
L130319,u4477,m296,GITTES,"In the last three months, Robert Knox has bought 7,000 acres, Emma Dill 12,000 acres, Clarence Speer 5,000 acres, and Jasper Lamar Crabb 25,000 acres.",chinatown,gittes
L130317,u4477,m296,GITTES,"Everything you can see, everything around us. I was at the Hall of Records today.  That bother you?",chinatown,gittes
L130315,u4477,m296,GITTES,"The one your husband opposed. They're conning L.A. into building it, only the water won't go to L.A. It'll go here.",chinatown,gittes
L130313,u4477,m296,GITTES,That dam is a con job.,chinatown,gittes
L130150,u4477,m296,GITTES,"Before this I turned on the faucet, it came out hot and cold, I didn't think there was a thing to it.",chinatown,gittes
L130147,u4477,m296,GITTES,What about you? Do you and your father get along?,chinatown,gittes
L130145,u4477,m296,GITTES,You sure shout that?,chinatown,gittes
L130143,u4477,m296,GITTES,Never forgave him for what?,chinatown,gittes
L130141,u4477,m296,GITTES,"Oh, yeah?",chinatown,gittes
L130139,u4477,m296,GITTES,Then it was over the water department.,chinatown,gittes
L130137,u4477,m296,GITTES,"Over the water department, or over you?",chinatown,gittes
L130135,u4477,m296,GITTES,Is there something upsetting about my asking about your father?,chinatown,gittes
L130133,u4477,m296,GITTES,"You've got one going, Mrs. Mulwray.",chinatown,gittes
L130132,u4477,m296,GITTES,So you married your father's business partner?,chinatown,gittes
L130130,u4477,m296,GITTES,"Your father is Julian Cross, isn't he?",chinatown,gittes
L130127,u4477,m296,GITTES,"Money. How they plan to make it by emptying the reservoirs, that I don't know.",chinatown,gittes
L130075,u4477,m296,GITTES,"Wait a minute, sonny.  I think you better come with me.",chinatown,gittes
L130068,u4477,m296,GITTES,Another satisfied client's wife.,chinatown,gittes
L130062,u4477,m296,GITTES,More like other people putting their business in my nose.,chinatown,gittes
L130060,u4477,m296,GITTES,Been meaning to talk to you about that.,chinatown,gittes
L130055,u4477,m296,GITTES,"No, not for that one.",chinatown,gittes
L130053,u4477,m296,GITTES,No. I'm just a snoop.,chinatown,gittes
L130051,u4477,m296,GITTES,No reason.,chinatown,gittes
L130049,u4477,m296,GITTES,That your maiden name?,chinatown,gittes
L130045,u4477,m296,GITTES,For very long?,chinatown,gittes
L130044,u4477,m296,GITTES,"You were seeing someone, too.",chinatown,gittes
L130042,u4477,m296,GITTES,You mean you don't know where you were?,chinatown,gittes
L130040,u4477,m296,GITTES,Where you were when your husband died.,chinatown,gittes
L130037,u4477,m296,GITTES,Did he know?,chinatown,gittes
L130035,u4477,m296,GITTES,Did you have affairs?,chinatown,gittes
L130032,u4477,m296,GITTES,She's cheating on him.,chinatown,gittes
L130030,u4477,m296,GITTES,"Look, I do matrimonial work, It's my metiay.  When a wife tells me she's happy her husband is cheating on her it runs contrary to my experience.",chinatown,gittes
L130028,u4477,m296,GITTES,"You'll have to explain that, Mrs. Mulwray.",chinatown,gittes
L130026,u4477,m296,GITTES,And you weren't the slightest bit upset about it?,chinatown,gittes
L130025,u4477,m296,GITTES,He told you?,chinatown,gittes
L130019,u4477,m296,GITTES,If your husband was killed it was.  This can look like you paid me off to withhold evidence.,chinatown,gittes
L130017,u4477,m296,GITTES,"Sorry. Look, you sue me, your husband dies, you drop the lawsuit like a hot potato, and all of it quicker than wind from a duck's ass. Excuse me. Then you ask me to lie to the police.",chinatown,gittes
L130015,u4477,m296,GITTES,I think so. Something besides your husband's death was bothering you. You were upset but not that upset.,chinatown,gittes
L130013,u4477,m296,GITTES,Stop it. The money's fine. It's generous but you've shortchanged me on the story.,chinatown,gittes
L130011,u4477,m296,GITTES,"Mrs. Mulwray, I'm afraid that's not good enough.",chinatown,gittes
L130009,u4477,m296,GITTES,I got your check in the mall.,chinatown,gittes
L129927,u4477,m296,GITTES,A check?,chinatown,gittes
L129924,u4477,m296,GITTES,You left your keys in the ignition.,chinatown,gittes
L129922,u4477,m296,GITTES,Mrs. Mulwray?... Mrs. Mulwray.,chinatown,gittes
L129858,u4477,m296,GITTES,I'll stop by.,chinatown,gittes
L129856,u4477,m296,GITTES,Looks like you went quite a distance.,chinatown,gittes
L129854,u4477,m296,GITTES,"Look at it this way. Now this phony broad, excuse the language, says she's you, she's hired me. Whoever put her up to it, didn't have anything against me. They were out to get your husband. Now if I see him, I can help him.  Did you talk this morning?",chinatown,gittes
L129852,u4477,m296,GITTES,"Nothing personal, Mrs. Mulwray, I just --",chinatown,gittes
L129850,u4477,m296,GITTES,"Well, that little girlfriend, she was attractive in a cheap sort of way of course.  She's disappeared. Maybe they disappeared together somewhere.",chinatown,gittes
L129848,u4477,m296,GITTES,"May I speak frankly, Mrs. Mulwray?",chinatown,gittes
L129846,u4477,m296,GITTES,"You see, somebody went to a lot of trouble here, and I want to find out, lawsuit or no lawsuit. I'm not the one who's supposed to be caught with my pants down... so I'd like to see your husband. Unless that's a problem.",chinatown,gittes
L129845,u4477,m296,GITTES,"Well, I've been accused of many things, Mrs. Mulwray, but never that.",chinatown,gittes
L129843,u4477,m296,GITTES,I should talk this over with your husband.,chinatown,gittes
L129842,u4477,m296,GITTES,I don't want to drop it.,chinatown,gittes
L129840,u4477,m296,GITTES,Mrs. Mulwray?,chinatown,gittes
L129837,u4477,m296,GITTES,What?,chinatown,gittes
L129835,u4477,m296,GITTES,"I'm just trying to make a living, and I don't want to become a local Joke.",chinatown,gittes
L129834,u4477,m296,GITTES,"Anyway... I... the point is, Mrs. Mulwray.  I'm not in business to be loved, but I am in business, and believe me, whoever set up your husband, set me up. L.A.'s a small town, people talk.",chinatown,gittes
L129832,u4477,m296,GITTES,Actually he's not. And he's moved from his apartment at the El Macando.,chinatown,gittes
L129830,u4477,m296,GITTES,"Yeah. Fine, thank you.",chinatown,gittes
L129828,u4477,m296,GITTES,What are you having?,chinatown,gittes
L129773,u4477,m296,GITTES,"Now wait a minute, Mrs. Mulwray...",chinatown,gittes
L129771,u4477,m296,GITTES,Not that Mulwray?,chinatown,gittes
L129789,u4477,m296,GITTES,"Get me the Times. Whitey Mehrholtz.  And how about that snotty broad?  What does she think, she's perfect? Coming in waving her lawyers and her money at me  so goddam smug. She's no better than anybody else in this town.",chinatown,gittes
L129787,u4477,m296,GITTES,Sophie.,chinatown,gittes
L129754,u4477,m296,GITTES,"Sophie, go to the little girl's room for a minute.",chinatown,gittes
L129705,u4477,m296,GITTES,Walsh here?,chinatown,gittes
L130641,u4477,m296,GITTES,"Sophie... is Walsh there?... yeah, listen, pal, Escobar's going to try and book me in about five minutes... relax, I'll tell you. Wait in the office for two hours. If you don't hear from me, you and Duffy meet me at 1712 Alameda.",chinatown,gittes
L129713,u4477,m296,GITTES,Oh yeah? You pick up the watch?,chinatown,gittes
L129711,u4477,m296,GITTES,"Listen, we can't string this broad out indefinitely we got to come up with something.",chinatown,gittes
L129709,u4477,m296,GITTES,"Jesus Christ, this guy's really got water on the brain.",chinatown,gittes
L129707,u4477,m296,GITTES,Where'd he go yesterday?,chinatown,gittes
L130006,u4477,m296,GITTES,'Those people?' Miss Sessions.,chinatown,gittes
L130004,u4477,m296,GITTES,The obituary column?,chinatown,gittes
L130002,u4477,m296,GITTES,...Why don't you give me your address and we can talk this over?,chinatown,gittes
L130000,u4477,m296,GITTES,"I understand... if you could tell me who employed you, Miss Sessions. That could help us both.",chinatown,gittes
L129998,u4477,m296,GITTES,"Shut the fuck up!  ...Yes I remember nothing, Miss Sessions, just going over a detail or two with my associates... you were saying?",chinatown,gittes
L129996,u4477,m296,GITTES,When did you come in?,chinatown,gittes
L129994,u4477,m296,GITTES,"Isn't everybody? What can I do for you, Miss Sessions?",chinatown,gittes
L129992,u4477,m296,GITTES,"Hello, Miss Sessions. I don't believe we've had the pleasure.",chinatown,gittes
L129991,u4477,m296,GITTES,Okay.,chinatown,gittes
L129981,u4477,m296,GITTES,Don't know her. Take a number.,chinatown,gittes
L129979,u4477,m296,GITTES,Who?,chinatown,gittes
L129977,u4477,m296,GITTES,"Yeah, Sophie.",chinatown,gittes
L130352,u4477,m296,GITTES,"We understand, c'mon, sweetheart.",chinatown,gittes
L130350,u4477,m296,GITTES,Would you mind if we took a stroll on our own?,chinatown,gittes
L130348,u4477,m296,GITTES,"I wonder, is it too late for us to have a look around?",chinatown,gittes
L130346,u4477,m296,GITTES,That's exactly what we wanted to hear.,chinatown,gittes
L130344,u4477,m296,GITTES,"Just to be certain, I wonder if you could show us a list of your patients?",chinatown,gittes
L130343,u4477,m296,GITTES,"Don't be sorry, neither does Dad. Wanted to make sure though, didn't we, honey?",chinatown,gittes
L130341,u4477,m296,GITTES,Do you accept anyone of the Jewish persuasion?,chinatown,gittes
L130339,u4477,m296,GITTES,There's just one question.,chinatown,gittes
L130337,u4477,m296,GITTES,"Naturally, I want the best for him, money is no object.",chinatown,gittes
L130334,u4477,m296,GITTES,"Nothing to do with Dad. It's me, actually.",chinatown,gittes
L130123,u4477,m296,GITTES,I don't want to nail you. I just want to know who put you up to it. I'll give you a few days to think it over.  Call me. I can help. Who knows? Maybe we can lay the whole thing off on a few big shots and you can stay head of the department for the next twenty years.,chinatown,gittes
L130121,u4477,m296,GITTES,"Hard working, have a wife and kids...",chinatown,gittes
L130119,u4477,m296,GITTES,"You're a married man, am I right?",chinatown,gittes
L130117,u4477,m296,GITTES,That's like saying they're in Arizona.,chinatown,gittes
L130115,u4477,m296,GITTES,"Yeah, a little runoff. Where are those orchards?",chinatown,gittes
L130113,u4477,m296,GITTES,"Well, Whitey Mehrholtz over at the Times will. Dumping thousands of gallons of water down the toilet in the middle of a drought.  That's news.",chinatown,gittes
L130111,u4477,m296,GITTES,"Well, look at it this way, Mr. Yelburton.  Mulwray didn't want to build a dam and he had a reputation that was hard to get around, so. you decided to ruin it. Then he found out that you were dumping water every night. Then he was drowned.",chinatown,gittes
L130109,u4477,m296,GITTES,"Neither do I, actually. But you hired me or you hired that chippie to hire me.",chinatown,gittes
L130107,u4477,m296,GITTES,I never was.,chinatown,gittes
L130105,u4477,m296,GITTES,Only when I breathe.,chinatown,gittes
L130103,u4477,m296,GITTES,I cut myself shaving.,chinatown,gittes
L130101,u4477,m296,GITTES,"Yeah, must be especially tough to take over under these circumstances.",chinatown,gittes
L129818,u4477,m296,GITTES,"Relax, Mulvihill, glad to see you.  Do you know Claude Mulvihill here?",chinatown,gittes
L129813,u4477,m296,GITTES,Mind if I take one of your cards? In case I want to get in touch with you again.,chinatown,gittes
L129812,u4477,m296,GITTES,"Well, tell him I'll be back.",chinatown,gittes
L129810,u4477,m296,GITTES,You don't happen to know where Mr. Mulwray's having lunch?,chinatown,gittes
L129809,u4477,m296,GITTES,Maybe he takes it very seriously.,chinatown,gittes
L129807,u4477,m296,GITTES,And Mulwray isn't?,chinatown,gittes
L129803,u4477,m296,GITTES,J.J. Gittes. And it's not a departmental matter.,chinatown,gittes
L129769,u4477,m296,GITTES,Never.,chinatown,gittes
L129767,u4477,m296,GITTES,"Well, no.",chinatown,gittes
L129765,u4477,m296,GITTES,Well... I think I... I would've remembered.,chinatown,gittes
L129763,u4477,m296,GITTES,Yes?,chinatown,gittes
L129968,u4477,m296,GITTES,When it comes? What'd you tell him?,chinatown,gittes
L129966,u4477,m296,GITTES,What about the water?,chinatown,gittes
L129963,u4477,m296,GITTES,Didn't you talk to a man here... few days ago... wore glasses... he...,chinatown,gittes
L129961,u4477,m296,GITTES,Speak English?... Habla Ingles?,chinatown,gittes
L129957,u4477,m296,GITTES,"Yeah, well he ain't gonna drown in a damp riverbed either, I don't care how soused he was. That's like drowning in a teaspoon.",chinatown,gittes
L129955,u4477,m296,GITTES,"It's bone dry, Morty.",chinatown,gittes
L129953,u4477,m296,GITTES,The L.A. River?,chinatown,gittes
L129951,u4477,m296,GITTES,Come again?,chinatown,gittes
L129944,u4477,m296,GITTES,"So how are you, Morty?",chinatown,gittes
L129942,u4477,m296,GITTES,Yeah. Banged up pretty bad.,chinatown,gittes
L129940,u4477,m296,GITTES,"Nothin', Morty, it's my lunch hour, I thought I'd drop by and see who died lately.",chinatown,gittes
L130496,u4477,m296,GITTES,"Well, tell you what, pal. If Ida wants to see me she can call me at my office.",chinatown,gittes
L130494,u4477,m296,GITTES,Yeah?... I do?,chinatown,gittes
L129693,u4477,m296,GITTES,"This type of investigation can be hard on your pocketbook, Mrs. Mulwray. It takes time.",chinatown,gittes
L129690,u4477,m296,GITTES,Water and Power?,chinatown,gittes
L129688,u4477,m296,GITTES,"All right, what's your husband's first name?",chinatown,gittes
L129686,u4477,m296,GITTES,"I'm sure he loves you, too. You know the expression, let sleeping dogs lie? You're better off not knowing.",chinatown,gittes
L129684,u4477,m296,GITTES,Then go home and forget about it.,chinatown,gittes
L129682,u4477,m296,GITTES,"Mrs. Mulwray, do you love your husband?",chinatown,gittes
L129680,u4477,m296,GITTES,"Now, what makes you certain he is involved with someone?",chinatown,gittes
L129678,u4477,m296,GITTES,"I'm afraid not, Mrs. Mulwray. These men are my operatives and at some point they're going to assist me. I can't do everything myself.",chinatown,gittes
L129676,u4477,m296,GITTES,I am sorry.,chinatown,gittes
L129674,u4477,m296,GITTES,"No, really?",chinatown,gittes
L129672,u4477,m296,GITTES,"Now, Mrs. Mulwray, what seems to be the problem?",chinatown,gittes
L129670,u4477,m296,GITTES,"How do you do, Mrs. Mulwray?",chinatown,gittes
L130286,u4477,m296,GITTES,"Yeah, I'll do that.",chinatown,gittes
L130282,u4477,m296,GITTES,"That's swell. But how about here?  Ever worked for Robert Knox, Emma Dill, Clarence Speer, Marian Parsons, or Jasper Lamar Crabb?",chinatown,gittes
L130280,u4477,m296,GITTES,Yeah.  Do you have any references?,chinatown,gittes
L130097,u4477,m296,GITTES,They were partners.,chinatown,gittes
L130095,u4477,m296,GITTES,Mulwray? I thought you said Cross owned the department.,chinatown,gittes
L130093,u4477,m296,GITTES,How did they get it away from him?,chinatown,gittes
L130091,u4477,m296,GITTES,He owned the entire water supply for the city?,chinatown,gittes
L130089,u4477,m296,GITTES,He owned the water department?,chinatown,gittes
L130087,u4477,m296,GITTES,He did or he didn't?,chinatown,gittes
L130085,u4477,m296,GITTES,Julian Cross worked for the water department?,chinatown,gittes
L130083,u4477,m296,GITTES,I take a long lunch. All day sometimes.,chinatown,gittes
L130081,u4477,m296,GITTES,Well I'm on my lunch hour. I'll wait.,chinatown,gittes
L129801,u4477,m296,GITTES,Fifteen minutes ago. Why don't I go in and wait?,chinatown,gittes
L129799,u4477,m296,GITTES,Gee whiz.  And I'm late.,chinatown,gittes
L129797,u4477,m296,GITTES,It's personal. Has he been out long?,chinatown,gittes
L129795,u4477,m296,GITTES,Gittes.,chinatown,gittes
L129793,u4477,m296,GITTES,"Mr. Mulwray, please.",chinatown,gittes
L130748,u4477,m296,GITTES,"Gimme your keys. Watch this old fart, will you?  Take Duffy's car. Curly's boat's in Pedro, near the Starkist cannery. It's the Evening Star. He'll be waiting. I'll take care of this.",chinatown,gittes
L130746,u4477,m296,GITTES,"Duffy, go over and sit on Mulvihill.  Jesus Christ, I didn't tell you to bring the police department with you.",chinatown,gittes
L129988,u4477,m296,GITTES,"Yeah. What's wrong with you guys? Think ahead. We find 'em, sue 'em. We'll make a killing.  We'll have dinner at Chasen's twice a week, we'll be pissing on ice the rest of our lives.",chinatown,gittes
L129984,u4477,m296,GITTES,I don't want Mulvihill.  I want the big boys that are making the payoffs.,chinatown,gittes
L129792,u4477,m296,GITTES,They're all a bunch of phonies.,chinatown,gittes
L129786,u4477,m296,GITTES,When I find out who that phony bitch was.,chinatown,gittes
L129784,u4477,m296,GITTES,All she needed for that was the phone book!,chinatown,gittes
L129725,u4477,m296,GITTES,"Let me explain something to you, Walsh. This business requires a certain finesse.",chinatown,gittes
L129723,u4477,m296,GITTES,"Jesus Christ, Walsh. That's what you spent your day doing?",chinatown,gittes
L129721,u4477,m296,GITTES,Apple core?,chinatown,gittes
L129717,u4477,m296,GITTES,This?,chinatown,gittes
L129741,u4477,m296,GITTES,Neither do I.,chinatown,gittes
L129739,u4477,m296,GITTES,"Tell me, how many people a week do you foreclose on?",chinatown,gittes
L129737,u4477,m296,GITTES,Oh? What do you do to make ends meet?,chinatown,gittes
L129735,u4477,m296,GITTES,"What's that, pal?",chinatown,gittes
L130174,u4477,m296,GITTES,You don't say?,chinatown,gittes
L130172,u4477,m296,GITTES,"We missed the best of it, didn't we, pal?",chinatown,gittes
L130170,u4477,m296,GITTES,Why'd she run away?,chinatown,gittes
L130168,u4477,m296,GITTES,"Well, you never know, do you?",chinatown,gittes
L130165,u4477,m296,GITTES,She ran away?,chinatown,gittes
L130163,u4477,m296,GITTES,You must be thinking of a different daughter.,chinatown,gittes
L130161,u4477,m296,GITTES,She ain't exactly long in the tooth now.,chinatown,gittes
L130159,u4477,m296,GITTES,I'm working for his daughter.,chinatown,gittes
L130157,u4477,m296,GITTES,I'm going to see a man called Julian Cross. Ever heard of him?,chinatown,gittes
L130154,u4477,m296,GITTES,Not exactly.,chinatown,gittes
L134362,u4525,m299,DANTE,Like I'm responsible for all the smokers!,clerks.,dante
L134360,u4525,m299,DANTE,"Yeah, but not in here.",clerks.,dante
L134358,u4525,m299,DANTE,"That's it, everybody out.",clerks.,dante
L134352,u4525,m299,DANTE,"You're loitering in here, and causing a disturbance.",clerks.,dante
L134350,u4525,m299,DANTE,I think you'd better leave now.,clerks.,dante
L134348,u4525,m299,DANTE,"Hey, now wait a sec...",clerks.,dante
L134328,u4525,m299,DANTE,"If you're going to drink it in here, I'd appreciate it if you'd not bother the customers.",clerks.,dante
L134326,u4525,m299,DANTE,Maybe you should take that coffee outside.,clerks.,dante
L134324,u4525,m299,DANTE,Fifty-five.,clerks.,dante
L134315,u4525,m299,DANTE,"Excuse me, but...",clerks.,dante
L134303,u4525,m299,DANTE,Beats me.,clerks.,dante
L134291,u4525,m299,DANTE,Sure. Go ahead.,clerks.,dante
L134289,u4525,m299,DANTE,Thanks. Have a good one.,clerks.,dante
L135579,u4525,m299,DANTE,"There's a strange man in our bathroom, and he just raped Caitlin!",clerks.,dante
L135576,u4525,m299,DANTE,Call the police.,clerks.,dante
L135571,u4525,m299,DANTE,Are you sure somebody was back there?,clerks.,dante
L135568,u4525,m299,DANTE,I'm not fooling around!  Who went back there?,clerks.,dante
L135566,u4525,m299,DANTE,I'm not kidding. I just got back from outside.,clerks.,dante
