line_id,character_id,movie_id,character_name,text,movie_title
L189557,u5076,m336,ERIN,"I don't need pity. I need a paycheck. And I've looked, but when you've spent the last six years raising babies, it's real hard to convince someone to give you a job that pays worth a damn. So I figure, since you're the one who said I was gonna be okay, you should be the one to hire me.",erin brockovich
L37399,u327,m20,BATEMAN,"Oh, right. Of course...We had wanted Paul Owen to come. But he said he had plans...I guess I had dinner with Victoria...the following night.",american psycho
L43123,u3681,m243,ALVY,Sinatra had gl- You never said Sinatra had glasses. So whatta you saying that I-I'm suffocating you?,annie hall
L36765,u327,m20,BATEMAN,"What do you want, Courtney?",american psycho
L43356,u3681,m243,ALVY,"yes, we had, uh...",annie hall
L42713,u3681,m243,ALVY,For yuh.,annie hall
L190286,u5076,m336,ERIN,She insulted me!,erin brockovich
L189752,u5076,m336,ERIN,"Well, believe it or not, I am on the prowl for some water records.",erin brockovich
L250956,u1169,m77,BEN,Sure. Shall I -- I mean shall I just stand here? I mean -- I don't know what you want me to do.,the graduate
L251136,u1169,m77,BEN,Wait a minute. So you wouldn't say you loved him.,the graduate
L43205,u3681,m243,ALVY,"Oh, yeah, really? Really? How-how'd you like it? Was it-was it, I mean, did it... was it heavy? Did it achieve total heavy-ocity? Or was it, uh...",annie hall
L251604,u1169,m77,BEN,Mr. McCleery?,the graduate
L251238,u1169,m77,BEN,Of course you did.,the graduate
L213220,u5262,m348,JACK,What?,fight club
L36811,u327,m20,BATEMAN,I can't believe that Price prefers McDermott's card to mine.,american psycho
L212973,u5262,m348,JACK,Tell him!,fight club
L36903,u327,m20,BATEMAN,"Jesus lives, Luis.",american psycho
L212954,u5262,m348,JACK,What are we doing?,fight club
L42528,u3681,m243,ALVY,"No, I'm sorry, I'm not goin'- I can't... I don't wanna go on after that comedian.",annie hall
L212355,u5262,m348,JACK,"Then, take blood parasites. It's yours. Now we each have three.",fight club
L189831,u5076,m336,ERIN,"Now, why in the hell would you assume that?",erin brockovich
L43318,u3681,m243,ALVY,Try it... it'll add years to our sex life.,annie hall
L43239,u3681,m243,ALVY,"Whatta you mean, don't go? Whatta- whatta what's the matter? Whatta you expecting termites? What's the matter?",annie hall
L43626,u3681,m243,ALVY,"I can't enjoy anything unless I... unless everybody is. I-you know, if one guy is starving someplace, that's... you know, I-I... it puts a crimp in my evening. So wanna get married or what?",annie hall
L212736,u5262,m348,JACK,"No, I wasn't aware...",fight club
L250628,u1169,m77,BEN,Well -- I've always thought that you were a very -- nice -- person.,the graduate
L212360,u5262,m348,JACK,The girl had done her homework.,fight club
L250972,u1169,m77,BEN,Mrs. Robinson -- I can't do this.,the graduate
L190304,u5076,m336,ERIN,So did I.,erin brockovich
L250927,u1169,m77,BEN,But there's one thing. The desk clerk seemed to be a little bit suspicious. I mean -- I don't know what their policy is -- but --,the graduate
L251616,u1169,m77,BEN,No. I have two. The other one is the one I'm looking for. What's this? It's from my grandmother.,the graduate
L251444,u1169,m77,BEN,Yes. The married woman -- it wasn't just some woman --,the graduate
L251702,u1169,m77,BEN,I am not threatening you.,the graduate
L37212,u327,m20,BATEMAN,Jean? Sorbet?,american psycho
L42751,u3681,m243,ALVY,"No, no, that'll be fine. I don't mind. Sure.",annie hall
L189553,u5076,m336,ERIN,"There's two things I can't stand, Mr. Masry. Being ignored, and being lied to. You did both.",erin brockovich
L43369,u3681,m243,ALVY,"I'm just not... you know, I don't think I could take a mellow eve- 'cause I-I don't respond well to mellow, you know what I mean, I-I have a tendency to... if I get too mellow, I-I ripen and then rot. You know, and it's-it's not good for my...",annie hall
L212644,u5262,m348,JACK,Marla?,fight club
L42645,u3681,m243,ALVY,"Well, I can't li- We can't have this discussion all the time. The country makes me nervous. There's... You got crickets and it-it's quiet... there's no place to walk after dinner, and... uh, there's the screens with the dead moths behind them, and... uh, yuh got the-the Manson family possibly, yuh got Dick and Terry-",annie hall
L37274,u327,m20,BATEMAN,Absolutely. I'm with you on that one.,american psycho
L42551,u3681,m243,ALVY,If they-they recovered the shells from that rifle.,annie hall
L42845,u3681,m243,ALVY,And we'll digest our food better.,annie hall
L251061,u1169,m77,BEN,Anything. Anything at all.,the graduate
L250943,u1169,m77,BEN,"You're welcome. Well -- I'll see you later, Mrs. Robinson.",the graduate
L250586,u1169,m77,BEN,That's right.,the graduate
L42975,u3681,m243,ALVY,"M'm, wait, I got a great idea. Hang in there for a second. I got a little-little artifact. A little erotic artifact, that-that I brought up from the city, which I think, uh, is gonna be perfect. I just... there... There's a little Old New Orleans... essence. Now-now we can go about our business here and we can even develop photographs if we want to. There, now there. M'mmm. M'mmm. Hey, is something wrong?",annie hall
L36628,u327,m20,BATEMAN,"No. No. Be a doll and just get me a Perrier, okay?",american psycho
L251162,u1169,m77,BEN,I mean do you feel like telling me what were the circumstances?,the graduate
L190138,u5076,m336,ERIN,What do you want to talk about instead? <u>Your</u> day? That's a fascinating subject.,erin brockovich
L251260,u1169,m77,BEN,Look. Why the hell did you bring this up. It never occurred to me to take her out.,the graduate
L212320,u5262,m348,JACK,Practicing what?,fight club
L250841,u1169,m77,BEN,No -- actually I'm not --,the graduate
L37195,u327,m20,BATEMAN,Soooo...Dorsia is where Jean wants to go...,american psycho
L43272,u3681,m243,ALVY,"Yeah, well, I used to lose my glasses a lot.",annie hall
L37377,u327,m20,BATEMAN,"Yes, of course. The hash browns are delicious. I'm just...not... ordering them.",american psycho
L37375,u327,m20,BATEMAN,"Not in the mood, I guess.",american psycho
L42478,u3681,m243,ALVY,"Probably on their first date, right?",annie hall
L251180,u1169,m77,BEN,I'm curious.,the graduate
L190130,u5076,m336,ERIN,That's Ed.,erin brockovich
L36907,u327,m20,BATEMAN,What is it?,american psycho
L190152,u5076,m336,ERIN,Jesus. They look like the Secret Service.,erin brockovich
L251333,u1169,m77,BEN,But could I just tell you this one thing?,the graduate
L36793,u327,m20,BATEMAN,Oh yes. I'm very lucky.,american psycho
L37193,u327,m20,BATEMAN,Come on. Where do you want to go? Anywhere you want. Just say it. I can get us in anywhere.,american psycho
L250980,u1169,m77,BEN,Is this -- what?,the graduate
L251739,u1169,m77,BEN,Where is Elaine?,the graduate
L189965,u5076,m336,ERIN,"Boy, do I know how you feel. First time I heard that number, I said you got to be kidding me. Forty God damn percent?",erin brockovich
L37250,u327,m20,BATEMAN,"If you stay, I think something bad will happen. I think I might hurt you. You don't want to get hurt, do you?",american psycho
L189857,u5076,m336,ERIN,There's no way a son of mine hates Funky Town. It's impossible.,erin brockovich
L213084,u5262,m348,JACK,No.,fight club
L212234,u5262,m348,JACK,"It must've been Tuesday. he was wearing his ""cornflower-blue"" tie.",fight club
L213197,u5262,m348,JACK,There's no one else here.,fight club
L42397,u3681,m243,ALVY,"Forget it, Max.",annie hall
L251524,u1169,m77,BEN,"The Zoo. They have a pretty good one here, do they?",the graduate
L213490,u5262,m348,JACK,Do something for me.,fight club
L189641,u5076,m336,ERIN,"Yeah? And what do you do the rest of the time, live off your trust fund?",erin brockovich
L212578,u5262,m348,JACK,Show-off.,fight club
L190184,u5076,m336,ERIN,What are you <u>doing</u>? Where's George?,erin brockovich
L190494,u5076,m336,ERIN,"Well, then -- if you're feeling up to it, maybe we should talk shop.",erin brockovich
L37086,u327,m20,BATEMAN,"No, serial killer, Wisconsin in the fifties. He was an interesting guy.",american psycho
L190061,u5076,m336,ERIN,What? Beth? My Beth?,erin brockovich
L43392,u3681,m243,ALVY,"Yeah, I know it's sick, but it's new. You know, you didn't say it couldn't be sick.",annie hall
L36996,u327,m20,BATEMAN,Do you have any witnesses or fingerprints?,american psycho
L42419,u3681,m243,ALVY,I need a large polo mallet!,annie hall
L37225,u327,m20,BATEMAN,Interesting.,american psycho
L251691,u1169,m77,BEN,The day after tomorrow?,the graduate
L36809,u327,m20,BATEMAN,Nice.,american psycho
L43509,u3681,m243,ALVY,"No, no, I came out here to get some shock therapy, but there was an energy crisis, so I... He's my-my food taster. Have you two met?",annie hall
L42913,u3681,m243,ALVY,You are extremely sexy.,annie hall
L36696,u327,m20,BATEMAN,Well.,american psycho
L36588,u327,m20,BATEMAN,Maybe it's just the light.,american psycho
L213026,u5262,m348,JACK,Why wasn't I involved from the beginning? You and I started fight club together.,fight club
L212839,u5262,m348,JACK,Where? Here?,fight club
L37367,u327,m20,BATEMAN,I have to return some videotapes.,american psycho
L36698,u327,m20,BATEMAN,Then why can't they get these stains out? I mean can you talk to these people or something? I'm not getting anywhere.,american psycho
L251541,u1169,m77,BEN,Here he comes.,the graduate
L37334,u327,m20,BATEMAN,"Well, you went to Sarah Lawrence for one thing.",american psycho
L36651,u327,m20,BATEMAN,Because I...want...to...fit...in.,american psycho
L36649,u327,m20,BATEMAN,I don't want to talk about it.,american psycho
L42628,u3681,m243,ALVY,"Oh, really, I heard that Commentary and Dissent had merged and formed Dysentery.",annie hall
L189551,u5076,m336,ERIN,You never called me back. I left messages.,erin brockovich
L251258,u1169,m77,BEN,"Well don't thank me, because I want you to.",the graduate
L250937,u1169,m77,BEN,Well -- I want you to know how much I appreciate this -- really --,the graduate
L43109,u3681,m243,ALVY,"That's amazing. I-I-I... I've been goin' for fifteen years, I-you know, I don't got... nothing like that in-",annie hall
L36876,u327,m20,BATEMAN,"Cecelia is, well...you know",american psycho
L251029,u1169,m77,BEN,Why did you say that?,the graduate
L43006,u3681,m243,ALVY,"Well, the twelve o'clock show is completely different than the nine.",annie hall
L42624,u3681,m243,ALVY,'Cause I wanna watch the Knicks on television.,annie hall
L212862,u5262,m348,JACK,"Really? Great. Still ""Remaining Men Together?""",fight club
L251651,u1169,m77,BEN,Elaine -- are you serious about this?,the graduate
L212956,u5262,m348,JACK,What is it?,fight club
L190307,u5076,m336,ERIN,PG& -- Are you sure?,erin brockovich
L36802,u327,m20,BATEMAN,Picked them up from the printers yesterday,american psycho
L37014,u327,m20,BATEMAN,"I mean no one's dealing with the homicide squad yet or anything, right?",american psycho
L190506,u5076,m336,ERIN,Any school you want.,erin brockovich
L37230,u327,m20,BATEMAN,Growing. I'm glad you said that.,american psycho
L189825,u5076,m336,ERIN,What are you doing here?,erin brockovich
L251448,u1169,m77,BEN,Elaine --,the graduate
L37392,u327,m20,BATEMAN,He does? You're sure?,american psycho
L212368,u5262,m348,JACK,"Um... Marla, should we maybe exchange numbers?",fight club
L42720,u3681,m243,ALVY,"Yeah. I got, uh, I got a license but I have too much hostility.",annie hall
L212353,u5262,m348,JACK,You can't have the whole brain!,fight club
L42530,u3681,m243,ALVY,"No, because they're-they're laughing, so I-I-I'd rather not. If you don't mind, I prefer-",annie hall
L190049,u5076,m336,ERIN,I didn't say that.,erin brockovich
L36970,u327,m20,BATEMAN,Well...,american psycho
L212691,u5262,m348,JACK,"Yeah, I'm sure.",fight club
L190354,u5076,m336,ERIN,They said that'd be tomorrow. They just wanna keep an eye on me another night.,erin brockovich
L251214,u1169,m77,BEN,"I'm not good enough for her to associate with, am I? I'm not good enough to even talk about her, am I?",the graduate
L190084,u5076,m336,ERIN,Jaguar's a darn pretty car.,erin brockovich
L42957,u3681,m243,ALVY,"'Cause adult education's a wonderful thing. You meet a lotta interesting professors. You know, it's stimulating.",annie hall
L212649,u5262,m348,JACK,I found a new one.,fight club
L189977,u5076,m336,ERIN,Uh-huh?,erin brockovich
L251344,u1169,m77,BEN,I've had this feeling -- ever since I've graduated -- this -- kind of compulsion that I have to be rude all the time. Do you know what I mean?,the graduate
L213077,u5262,m348,JACK,I don't understand. Why does a weak person have to go out and find a strong person... to hang onto?,fight club
L42591,u3681,m243,ALVY,"Well, then, w-who was?",annie hall
L213479,u5262,m348,JACK,"I swear on my life, I won't...",fight club
L43252,u3681,m243,ALVY,"Oh, no, no, I think we're both much too mature for something like that.",annie hall
L212237,u5262,m348,JACK,He was full of pep. Must've had his grande latte enema.,fight club
L213067,u5262,m348,JACK,You... don't have to... leave.,fight club
L42526,u3681,m243,ALVY,"So what are you telling me, you're putting on two comics in a row?",annie hall
L43191,u3681,m243,ALVY,Are you okay? What's the matter? Are you all right? What-,annie hall
L251229,u1169,m77,BEN,You're goddamn right I am.,the graduate
L250632,u1169,m77,BEN,Look -- I think I should be going --,the graduate
L190080,u5076,m336,ERIN,That's okay. I understand.,erin brockovich
L212699,u5262,m348,JACK,"Oh, and my pace is more librarians.",fight club
L213143,u5262,m348,JACK,He's not here! Tyler's not here anymore! He's gone away!,fight club
L36880,u327,m20,BATEMAN,"Two-hundred-and-fifty. Very reasonable. Let's leave a big tip, shall we? My place hr a nightcap?",american psycho
L42480,u3681,m243,ALVY,"Probably met by answering an ad in the New York Review of Books. ""Thirtyish academic wishes to meet woman who's interested in Mozart, James Joyce and sodomy."" Whatta you mean, our sexual problem?",annie hall
L42905,u3681,m243,ALVY,"Oh, that's hilarious. They're back from Fire Island. They're... they're sort of giving it a chance-you know what I mean?",annie hall
L42632,u3681,m243,ALVY,"Hey, you wouldn't believe this. Two minutes ago, the Knicks are ahead fourteen points, and now... they're ahead two points.",annie hall
L43133,u3681,m243,ALVY,"She said, ""Will it change my wife."" You heard that because you were there so I'm not crazy.",annie hall
L250679,u1169,m77,BEN,"No, I don't. But I just feel a little funny.",the graduate
L212830,u5262,m348,JACK,I don't know ...,fight club
L251266,u1169,m77,BEN,Let's not talk about it. Let's not talk at all.,the graduate
L212835,u5262,m348,JACK,"No, thanks.",fight club
L212832,u5262,m348,JACK,She didn't call Tyler. I'm neutral in her book.,fight club
L189671,u5076,m336,ERIN,"Right, I guess those are the kids --",erin brockovich
L190198,u5076,m336,ERIN,"I can't. Look -- this job -- it's the best thing that ever happened to me. I mean it. For the first time in my life, I got people respecting me. Up in Hinkley, I walk into a room and everyone shuts up just to hear what I got to say. I never had that. Ever. Don't ask me to give it up. I need it.",erin brockovich
L250687,u1169,m77,BEN,"I'm not scared, Mrs. Robinson.",the graduate
L251640,u1169,m77,BEN,Is that so? You might marry me?,the graduate
L43254,u3681,m243,ALVY,"It's all right for me, it's been terrific, you know? Better than either one of my marriages. See, 'cause... 'cause there's just something different about you. I don't know what it is, but it's great.",annie hall
L189995,u5076,m336,ERIN,That's crazy -- why not?,erin brockovich
L190317,u5076,m336,ERIN,"People don't fly down in their own god damn plane for ""just a meeting"" --",erin brockovich
L189833,u5076,m336,ERIN,"Boy, are you ever a shitty judge of people.",erin brockovich
L251248,u1169,m77,BEN,But it's not.,the graduate
L251091,u1169,m77,BEN,What novel did you read.,the graduate
L36867,u327,m20,BATEMAN,Nobody goes there anymore.,american psycho
L190457,u5076,m336,ERIN,Did he say why?,erin brockovich
L190516,u5076,m336,ERIN,Yeah. Yours is nicer.,erin brockovich
L251226,u1169,m77,BEN,"And if you think I come here for any reason besides pure boredom, then you're all wrong.",the graduate
L213335,u5262,m348,JACK,I know that I've been... unwell. I know it's been like there's two sides to me.,fight club
L189593,u5076,m336,ERIN,"Shit, yeah. I got numbers coming out of my ears. Like, for instance, ten.",erin brockovich
L189624,u5076,m336,ERIN,I'm not gonna leave my kids with you.,erin brockovich
L213452,u5262,m348,JACK,Paraffin.,fight club
L189731,u5076,m336,ERIN,Don't go telling anyone. It'll ruin my reputation.,erin brockovich
L36918,u327,m20,BATEMAN,"Listen, John, I've got to go. T Boone Pickens just walked in... Just joking... No don't tip the owner of the salon. Okay, John, right, got it. Sorry about that.",american psycho
L213273,u5262,m348,JACK,This isn't possible...,fight club
L36567,u327,m20,BATEMAN,That's not Paul Owen. Paul Owen's on the other side of the room. Over there.,american psycho
L37163,u327,m20,BATEMAN,Where to? Are you going to go get a gram?,american psycho
L213240,u5262,m348,JACK,Say my name.,fight club
L190417,u5076,m336,ERIN,And I miss you.,erin brockovich
L189935,u5076,m336,ERIN,"It sure could, yeah. Thanks a lot.",erin brockovich
L36746,u327,m20,BATEMAN,"You know, Courtney, you should take some more lithium. Or have a Diet Coke. Some caffeine might get you out of this slump.",american psycho
L212618,u5262,m348,JACK,Shatner. William Shatner.,fight club
L251395,u1169,m77,BEN,Yes.,the graduate
L37268,u327,m20,BATEMAN,"We had...gone to a new musical called...Oh Africa, Brave Africa. It was...a laugh riot...and that's about it. I think we had dinner at Orso's. No, Petaluma. No, Orso's. The...last time I physically saw him was...at an automated teller. I can't remember which...just one that was near, um, Nell's.",american psycho
L213494,u5262,m348,JACK,Look at me...,fight club
L42565,u3681,m243,ALVY,"Look, I told you it was a... mistake to ever bring a live thing in the house.",annie hall
L43367,u3681,m243,ALVY,"What's... you... well, what's the matter, You w-wanna go to that party?",annie hall
L43054,u3681,m243,ALVY,"Oh, yeah? Terrific.",annie hall
L37109,u327,m20,BATEMAN,"Dinner at the River Cafe. Au Bar afterwards, maybe.",american psycho
L251459,u1169,m77,BEN,I'm going to marry Elaine Robinson.,the graduate
L37205,u327,m20,BATEMAN,See you then.,american psycho
L212458,u5262,m348,JACK,"Uh... I'm sorry. We met on the plane. We had the same briefcase. I'm... you know, the clever guy.",fight club
L213103,u5262,m348,JACK,Wait a minute...,fight club
L251351,u1169,m77,BEN,"No, I mean -- I wouldn't want to wake anyone up.",the graduate
L250831,u1169,m77,BEN,What? Oh -- no -- I'm just --,the graduate
L42587,u3681,m243,ALVY,"All right, here! Oh, God, it's disgusting!",annie hall
L190379,u5076,m336,ERIN,The fuck I'm not. I don't care what the doctor says --,erin brockovich
L250689,u1169,m77,BEN,Because you're going to bed. I don't think I should be up here.,the graduate
L189761,u5076,m336,ERIN,Not anymore.,erin brockovich
L37270,u327,m20,BATEMAN,"Patrick, please. I hope I've been informative. Long day-a bit scattered.",american psycho
L43052,u3681,m243,ALVY,"Oh, hi, Duane, how's it goin'?",annie hall
L36702,u327,m20,BATEMAN,"Listen, if you could talk to them I would really appreciate it. I'm really late. I have a lunch appointment at Hubert's in fifteen minutes.",american psycho
L251353,u1169,m77,BEN,Wait a minute.,the graduate
L251358,u1169,m77,BEN,I'm trying to think of where there's a place to have a drink around here.,the graduate
L250670,u1169,m77,BEN,I don't remember her as having brown eyes.,the graduate
L212403,u5262,m348,JACK,Pardon me?,fight club
L212755,u5262,m348,JACK,"No. No, sir. I loved that condo. I loved every stick of furniture. The lamps, the chairs, the rugs, were me. The dishes were me. The plants were...",fight club
L190275,u5076,m336,ERIN,"Don't talk to me like I'm an idiot, okay? I may not have a law degree, but I've spent 18 months on this case, and I know more about those plaintiffs than you ever will.",erin brockovich
L43535,u3681,m243,ALVY,"Yeah, I love it there.",annie hall
L37430,u327,m20,BATEMAN,"Oh God, what did you say, you dumb bitch?",american psycho
L190047,u5076,m336,ERIN,Nothing.,erin brockovich
L212708,u5262,m348,JACK,Okay.,fight club
L250853,u1169,m77,BEN,"Yes, but I'm afraid --",the graduate
L250681,u1169,m77,BEN,I know that. But I'm --,the graduate
L251727,u1169,m77,BEN,"Look -- I'll give you ten dollars for a dime -- I'll give you twenty -- for God's sake, will you let me use that phone?",the graduate
L213429,u5262,m348,JACK,Defuse the bomb.,fight club
L42979,u3681,m243,ALVY,Really?,annie hall
L189774,u5076,m336,ERIN,Someone stole my stuff.,erin brockovich
L43654,u3681,m243,ALVY,"Yeah. I had the feeling that I got you at a bad moment. You know, I heard high-pitched squealing.",annie hall
L37074,u327,m20,BATEMAN,I know her. I knew her.,american psycho
L43466,u3681,m243,ALVY,"I'm nauseous. Oh, jesus, now I don't get to do the TV show?",annie hall
L36700,u327,m20,BATEMAN,"Well, I mean, um, it s really...Bosco. You know, like... like a Dove Bar. It's a Dove Bar...Hershey's Syrup?",american psycho
L189739,u5076,m336,ERIN,"Well, how do I find out what kind of chromium is up in Hinkley?",erin brockovich
L43263,u3681,m243,ALVY,"Hey, can yuh watch the road? Watch the --",annie hall
L251418,u1169,m77,BEN,I don't believe you.,the graduate
L37291,u327,m20,BATEMAN,"Oh, lawyers are so complicated-don't do that. Here.",american psycho
L37386,u327,m20,BATEMAN,Marcus?,american psycho
L189783,u5076,m336,ERIN,I left a message. I've been dealing with that real estate thing. I was gonna write up a whole damn report and --,erin brockovich
L251391,u1169,m77,BEN,Yes. She had a husband and a son.,the graduate
L36592,u327,m20,BATEMAN,It's definitely weak but I have a feeling if we do enough of it we'll be okay.,american psycho
L251512,u1169,m77,BEN,Oh -- no sir.,the graduate
L250607,u1169,m77,BEN,But it's light in there now.,the graduate
L43168,u3681,m243,ALVY,"Me? No, no. I-I couldn't make it that ni- My-my raccoon had hepatitis.",annie hall
L251606,u1169,m77,BEN,What for?,the graduate
L251589,u1169,m77,BEN,"Oh -- hello, Mr. McCleery.",the graduate
L36742,u327,m20,BATEMAN,Umm...yes...I know it's a little late but is it possible to reserve a table for two at eight or eight-thirty perhaps?,american psycho
L43616,u3681,m243,ALVY,"You see, I-I've been thinking about it and I think that we should get married.",annie hall
L212322,u5262,m348,JACK,I'll expose you.,fight club
L189620,u5076,m336,ERIN,Return 'em. Maybe you'll get your money back.,erin brockovich
L212637,u5262,m348,JACK,Okay... Ghandi.,fight club
L43551,u3681,m243,ALVY,I'm cool.,annie hall
L212833,u5262,m348,JACK,"This is a sweet side of you. Picking these up for ... ""Mrs. Haniver"" and... ""Mrs. Raines."" Where are they?",fight club
L36954,u327,m20,BATEMAN,Fifty-five West Eighty-First Street. The American Gardens Building.,american psycho
L189570,u5076,m336,ERIN,I was wondering -- could you tell me who I'd talk to about maybe getting an advance on my paycheck? Just -- for the weekend.,erin brockovich
L43410,u3681,m243,ALVY,Really? And what is the kick of it? Because I never...,annie hall
L190360,u5076,m336,ERIN,"If you're here to fire me, your timing's lousy.",erin brockovich
L42659,u3681,m243,ALVY,"Right, right, so g-get back to what we were discussing, the failure of the country to get behind New York City is-is anti-Semitism.",annie hall
L37327,u327,m20,BATEMAN,Come on. Don't you find Christie attractive?,american psycho
L36710,u327,m20,BATEMAN,"Oh, can't, I'm afraid. Matinée of Les Miserables. Listen, I've really got to go. I'll-Oh...Christ...I'll call you.",american psycho
L42907,u3681,m243,ALVY,"Yeah, he's the Mafia. Linen Supply Business or Cement and Contract, you know what I mean?",annie hall
L190233,u5076,m336,ERIN,What kind of things come up?,erin brockovich
L251743,u1169,m77,BEN,"You can't stop me from seeing her, Mrs. Robinson. I'll find her.",the graduate
L250870,u1169,m77,BEN,He didn't see me.,the graduate
L36675,u327,m20,BATEMAN,He's good-looking.,american psycho
L251224,u1169,m77,BEN,No sir. I am not proud that I spend my time with a broken-down alcoholic!,the graduate
L212668,u5262,m348,JACK,What the hell are you doing here?,fight club
L251522,u1169,m77,BEN,Where are you meeting this person?,the graduate
L190020,u5076,m336,ERIN,"Another raise wouldn't hurt. And with all the time I'm gonna be spending on the road, I'll probably be needing my own cel phone, won't I?",erin brockovich
L190012,u5076,m336,ERIN,Well -- I found one document at the water board that had a toxic test well reading from 1967. A hell of a lot of people have lived on that land since then.,erin brockovich
L189682,u5076,m336,ERIN,This is a real nice place you got here.,erin brockovich
L36869,u327,m20,BATEMAN,"So, wasn't Rothschild originally handling the Fisher account? How did you get it?",american psycho
L251775,u1169,m77,BEN,Hello -- who is this?,the graduate
L42561,u3681,m243,ALVY,I-I-I-I would leave out the men's- room attendant.,annie hall
L189687,u5076,m336,ERIN,Right.,erin brockovich
L42879,u3681,m243,ALVY,Hey?,annie hall
L212421,u5262,m348,JACK,"You see, when you travel, everything is small, self-contained--",fight club
L190146,u5076,m336,ERIN,"Sure you are. You're just a happier woman, cause you don't have to deal with maxi-pads and underwire.",erin brockovich
L250645,u1169,m77,BEN,I mean -- you didn't really think that I would do something like that.,the graduate
L37018,u327,m20,BATEMAN,Nothing.,american psycho
L37186,u327,m20,BATEMAN,"Well, isn't this a coincidence.",american psycho
L190520,u5076,m336,ERIN,I wasn't gonna --,erin brockovich
L251621,u1169,m77,BEN,I don't know.,the graduate
L37287,u327,m20,BATEMAN,"So, you're looking great, how have you been?",american psycho
L251164,u1169,m77,BEN,Was he a law student at the time?,the graduate
L36737,u327,m20,BATEMAN,Eight?,american psycho
L189733,u5076,m336,ERIN,There's more than one kind?,erin brockovich
L43078,u3681,m243,ALVY,"Yeah-well, I didn't start out spying. I-I thought I'd surprise yuh. Pick you up after school.",annie hall
L251470,u1169,m77,BEN,No -- they don't.,the graduate
L42741,u3681,m243,ALVY,"You're jo- Whatta yuh kid- What did you do, grow up in a Norman Rockwell painting?",annie hall
L189645,u5076,m336,ERIN,It's been a while. Maybe I'm just out of practice.,erin brockovich
L212344,u5262,m348,JACK,I think testicular cancer should be no contest.,fight club
L42690,u3681,m243,ALVY,Sure. W-w-w-which way yuh goin'?,annie hall
L251653,u1169,m77,BEN,You really will?,the graduate
L43455,u3681,m243,ALVY,"I don't know, I mean, I-",annie hall
L189511,u5076,m336,ERIN,Bullshit. You told me I'd get half a million dollars. You told me I'd be set.,erin brockovich
L213510,u5262,m348,JACK,"I did, I think. But, I'm okay... I'm fine...",fight club
L36820,u327,m20,BATEMAN,"It's cold out, too, isn't it?",american psycho
L37424,u327,m20,BATEMAN,Jean? Hello? Jean?,american psycho
L43587,u3681,m243,ALVY,"You know, I-I-I don't think many couples could handle this. You know, they could just break up and remain friends.",annie hall
L251077,u1169,m77,BEN,You're not interested in art?,the graduate
L42909,u3681,m243,ALVY,"No, I'm serious. I just got my mustache wet.",annie hall
L189809,u5076,m336,ERIN,What kind of person lives like this? Huh? What kind of person lets her kids run around in a house crawling with bugs the size of housecats?,erin brockovich
L190369,u5076,m336,ERIN,"Wait, what do you mean, ten years?",erin brockovich
L213303,u5262,m348,JACK,"Listen, something is going to happen, something terrible...",fight club
L190267,u5076,m336,ERIN,Why good?,erin brockovich
L36683,u327,m20,BATEMAN,It's not.,american psycho
L190027,u5076,m336,ERIN,"I know what you're saying, and I don't wanna hear it. I am doing the best I can.",erin brockovich
L43201,u3681,m243,ALVY,"I told you a thousand times you should always keep, uh, a lotta insect spray. You never know who's gonna crawl over.",annie hall
L189922,u5076,m336,ERIN,"Mr. Masry, Mario gets lost going to the bathroom. They'll be driving around the valley for hours.",erin brockovich
L212504,u5262,m348,JACK,What's that?,fight club
L43213,u3681,m243,ALVY,"Well, I was in be- It's three o'clock in the morning. You, uh, you got me outta bed, I ran over here, I couldn't get a taxi cab. You said it was an emergency, and I didn't ge- I ran up the stairs. Hell - I was a lot more attractive when the evening began. Look, uh, tell- Whatta you- Are you going with a right-wing rock-and- roll star? Is that possible?",annie hall
L250992,u1169,m77,BEN,INADEQUATE!,the graduate
L251059,u1169,m77,BEN,I'm not. No. But do you think we could liven it up with a few words now and then?,the graduate
L43082,u3681,m243,ALVY,What's the difference? It's all mental masturbation.,annie hall
L43180,u3681,m243,ALVY,"Yeah, were yuh? I was-I was at an Alice Cooper thing where six people were rushed to the hospital with bad vibes.",annie hall
L42743,u3681,m243,ALVY,Your grammy!,annie hall
L213465,u5262,m348,JACK,Why... why... why... ?,fight club
L42763,u3681,m243,ALVY,"Interesting poetess whose tragic suicide was misinterpreted as romantic, by the college-girl mentality.",annie hall
L213353,u5262,m348,JACK,"Do this for me, Marla. Do this for me, if you never do anything else...",fight club
L213475,u5262,m348,JACK,Why are you doing this?!,fight club
L36998,u327,m20,BATEMAN,"Well, maybe he did, huh?",american psycho
L42484,u3681,m243,ALVY,"I never read that. That was-that was Henry James, right? Novel, uh, the sequel to Turn of the Screw? My Sexual...",annie hall
L251176,u1169,m77,BEN,Well how did it happen?,the graduate
L251028,u1169,m77,BEN,Meet someone?,the graduate
L42739,u3681,m243,ALVY,Who? Grammy? Grammy Hall?,annie hall
L189691,u5076,m336,ERIN,"Yeah, I'm real sorry to hear that.",erin brockovich
L190363,u5076,m336,ERIN,"Between 50 and 400 million, definitely?",erin brockovich
L43225,u3681,m243,ALVY,"Two... Yeah. Lotta, lotta trouble. There's two of 'em.",annie hall
L212759,u5262,m348,JACK,"Except for their humping, Tyler and Marla were never in the same room.",fight club
